#'chr'	'start'	'end'	'GFPpos_shCD19.bw'	'GFPpos_shRunx3.bw'	'GFPneg_shCD19.bw'	'GFPneg_shRunx3.bw'	'CX3CR1pos_shCD19.bw'	'CX3CR1pos_shRunx3.bw'
1	7397450	7398450	8.07095209687756	7.98514062992219	6.984169255164363	7.0423908432722095	7.455433192014694	8.041155603408814
1	9847900	9848700	0.6635451327078045	0.5072751956479624	0.6749992091767489	0.5353041615337133	0.2982070789905265	0.16730176913551986
1	10037650	10038650	2.2068828678746377	1.814820166234047	1.7254569313742898	1.743705524533987	1.6846965486332774	1.9081886446271092
1	13371950	13373200	6.083417134467159	5.516760619821857	4.416370078476603	4.449122487414966	4.229796646566952	4.358301626074314
1	13374000	13374750	2.546598284959793	2.4459421769777934	2.2947040827274323	2.1252192775408427	1.8533863333861034	1.791775608778
1	13382100	13382950	1.0550723776922506	1.012215675176943	1.0633489495165207	1.0005450325152454	0.7465582147591254	0.5214811633571106
1	13559500	13560700	0.4465799564001954	0.15614176197077637	0.38723041798244945	0.41462004677619896	0.7062518044254359	0.6564389329248418
1	13593050	13593900	2.2571626076891143	1.9701428546230582	2.103463024926536	2.0254159820255113	1.7477428331708207	1.587754111675655
1	13639150	13640200	1.1242150300255935	1.1295922282507527	1.375902980352692	1.017283086280028	0.9939497118762561	0.8089974365809134
1	13659500	13661050	2.7547567261594224	2.4548260234400616	2.318055498121184	2.2219104178905225	2.3661349020529787	2.282359552633825
1	16656900	16657800	3.6859149182670645	3.3413356141321775	3.1502720059588967	3.3237805780342646	2.903097478573521	3.145846090954211
1	16688450	16689250	1.6370887704566122	1.5200048046559096	1.7181519432575443	1.5330287168174983	1.1645666485931725	1.345507683157921
1	23923750	23924800	0.9171673287041542	0.6905848155377573	1.0341659987064367	0.7830559334584645	1.1511741799541881	1.1175974802814779
1	30872550	30873050	0.3138280434459448	0.3191191946044564	0.24184342727810143	0.26723107463121415	0.3330546714216471	0.4019112494289875
1	30948850	30950400	5.043487820628137	4.3473108846642345	3.853312903849813	3.539250372982677	3.681540294118806	3.655572982238632
1	34438750	34440700	4.21213504771055	3.6423665045745315	3.24754343577876	2.9633687973558462	3.0371569340349267	3.3877690275414634
1	34802150	34802750	1.2738052271058162	1.3754327076176802	1.1630739493792255	1.253765786960721	1.506157717431585	1.6963720154265562
1	36263950	36265000	1.7970025537054293	1.3829172131762524	1.5384001282283237	1.4072147454250425	1.123392891514869	0.9661225218999954
1	36293350	36295300	1.0580466088704377	0.9326005960832063	0.9877716900436615	0.8396430602570834	0.9203179526436923	0.6063445724926325
1	36307650	36308700	5.068700148059476	4.710652613075831	3.8221735179332725	3.8229692595629463	3.7627381748244875	4.235656298909869
1	36309250	36310200	4.149863818758412	3.487110331999628	3.009136103297535	2.513783868645367	2.714695452828156	2.1254808575856057
1	36718650	36720400	0.187141500741932	0.16565509641792345	0.17587734839561808	0.20958171001068604	0.25347599254374387	0.20638945015529944
1	36766700	36767600	1.8661870948804749	1.6119240571724045	1.5700611341827446	1.4973188404573334	1.1100700340999496	1.2237065691418119
1	39842100	39842850	4.466070429960887	4.485548356374105	3.1734416621923445	2.95130821955204	2.558639227350553	2.072955124060313
1	39917500	39918400	3.239845498005549	2.8013060374392404	2.2116016631325084	1.698314191914267	2.0773259064886305	1.2658032466636764
1	39936350	39937100	4.470296540061633	4.702947894096375	4.443054965098699	4.431895105063915	3.6679177727500596	3.624897857586543
1	40379700	40380650	1.4954461455639256	1.7893735091407832	1.6500803458661233	1.7925967037364057	1.9367715201722948	1.757205205104853
1	40392700	40394100	1.3827769964521381	1.3432272488258978	1.2077427267741745	1.0848715249181309	1.250705833084443	1.1179930555135007
1	40469850	40470600	1.624270292699337	1.4559139142831166	1.6642861173252264	1.3754264247814814	1.7851543721755345	1.1523670390645664
1	40475500	40475900	3.4038084793835877	3.578086128681898	2.804253815189004	2.9282242073118687	2.910947945788503	2.1943203091621397
