#'chr'	'start'	'end'	'shCd19_Runx3_log2.bigWig'	'shRunx3_Runx3_log2.bigWig'	'shCd19_Runx1_log2.bigWig'	'shRunx3_Runx1_log2.bigWig'	'memory_Runx3_log2.bigWig'	'early_Runx3_log2.bigWig'	'late_Runx3_log2.bigWig'	'terminal_Runx3_log2.bigWig'	'memory_Runx1_log2.bigWig'	'early_Runx1_log2.bigWig'	'late_Runx1_log2.bigWig'	'terminal_Runx1_log2.bigWig'	'shCd19_Runx3_log2.bigWig'	'shRunx3_Runx3_log2.bigWig'	'shCd19_Runx1_log2.bigWig'	'shRunx3_Runx1_log2.bigWig'	'memory_Runx3_log2.bigWig'	'early_Runx3_log2.bigWig'	'late_Runx3_log2.bigWig'	'terminal_Runx3_log2.bigWig'	'memory_Runx1_log2.bigWig'	'early_Runx1_log2.bigWig'	'late_Runx1_log2.bigWig'	'terminal_Runx1_log2.bigWig'
1	7397450	7398450	0.728439112752676	0.11339283138513565	0.07877830415964127	0.47827695608139037	0.01476290039718151	0.11517578214406968	0.07877439856529236	0.44675650596618655	0.07199290059506894	0.09871824942529202	0.12933160364627838	0.25196304693818095	0.4245058000087738	0.1682487428188324	0.0	0.12370680123567582	0.04301024079322815	0.15600067228078843	0.05237178225070238	-0.22605089396238326	0.003750168555416167	-0.03853757232427597	0.0077317506074905396	-0.31976724341511725
1	9847900	9848700	1.0709105543792248	0.38153812289237976	0.917862068861723	0.08084625005722046	-0.10762850102037191	0.022388499230146408	-0.06698300084099174	0.0	0.15583118936046958	0.0	0.08876706939190626	0.0	0.2774651828221977	0.3622542545199394	-0.06886550039052963	0.04418100044131279	0.3726312645012513	0.2715213745832443	-0.03469269990455359	-0.13792734895832837	-0.044585649855434895	0.0	0.027222309727221727	-0.20486762933433056
1	10037650	10038650	1.7477499723434449	0.6298688054084778	0.3646162495017052	0.09760720133781434	0.32471349351108075	0.23225064761936665	0.24130071699619293	0.4812823884189129	0.22712058232864366	0.0699603782966733	0.04781697802245617	0.3271733529865742	-0.18334154784679413	0.18003600239753723	0.0017291009426116943	-0.12121579945087432	0.14458326413296163	0.02350079081952572	0.0925317008048296	0.05355219841003418	0.18204186563380062	0.05955556556582451	0.23229109570384027	0.3866258949041367
1	13371950	13373200	1.230073025226593	0.18545275926589966	0.2803122353553772	0.3241239655017853	0.19209556251764298	-0.04257516264915466	0.19294715642929078	0.4116265881061554	0.1364669159054756	0.10955355405807495	0.12673838317394256	-0.14208575963974	0.22803582310676573	-0.06600040197372437	-0.08364852070808411	0.06957287304103374	0.24528120160102845	0.10717984057962894	0.050156859681010246	-0.14136796474456786	0.12890839397907258	0.21294117550365627	0.011083615720272064	-0.40245920419692993
1	13374000	13374750	0.8504675279060999	0.22925239900747935	0.7464156707127889	0.4766572803258896	-0.03415319522221883	0.0	0.22553492188453675	-0.07886199951171875	0.046182482441266375	0.27286453247070314	0.139029731353124	-0.07886199951171875	0.3098282039165497	0.3217498699824015	0.5134666760762533	0.05890800058841705	0.08550414554774761	0.23142841060956318	0.10418601483106613	-0.11661413510640463	0.514963028828303	0.5632872700691223	0.10872502873341243	0.2646490027507146
1	13382100	13382950	0.8994735198862412	0.8178341143271503	0.25586258488542896	0.5019738761817708	-0.13555096566457958	-0.13286128552520976	0.7230260779752451	0.8922426665530485	-0.0931510816410403	-0.319752239567392	0.016762059839332804	-0.017635529532152062	-0.12767053176374996	0.40270472098799315	-0.25588223688742695	0.1939835285439211	-0.07609255579026307	0.11799503501285524	0.11996996424653951	0.34537240775192485	0.24466913897434578	0.05078176277525285	-0.1018145191757118	0.11715241390116074
1	13559500	13560700	0.6776393701632818	0.8685987902184328	0.2135908336689075	0.2242339172710975	0.005697916261851788	0.41452190031607944	0.7571566614011923	0.15716270605723062	0.03369529017557701	0.06731520841519038	0.2711424982796113	-0.2192539175351461	0.29737750192483264	0.02864362547794978	0.27357499798138935	0.11579312477260828	0.07164306806710859	0.08314021009330948	0.133079204785948	0.06732333327333133	0.18899000187714896	-0.012400554493069649	0.13130713704352578	-0.05365033447742462
1	13593050	13593900	1.8970496750929777	0.7843438790125006	0.43391329707468257	0.912658658097772	-0.005505176151500028	0.3457452348049949	0.75858853319112	0.8795600454596912	0.016159820644294515	0.06778094172477722	0.3340468248900245	0.03094924022169674	0.06450141177457921	0.09204000234603882	-0.20727129543528838	0.17757088559515335	0.5656574166872922	0.14490823184742646	0.05658814960214145	-0.00815468215767075	0.29248129664098516	0.0	0.03326820056228077	-0.5590072247911902
1	13639150	13640200	1.395804612409501	0.4483736299333118	0.5035571995235625	0.16042185716685795	0.2183725723908061	-0.05810558937844776	0.34603275465113775	-0.00242228593145098	0.15697991754859686	0.3399106214443843	0.09145594849472954	-0.20651733165695554	-0.41116990787642343	-0.01774609585603078	0.08505590508381526	0.16922834502266987	0.27545525612575666	0.11042673327028751	0.08080673838655154	0.007427615423997243	0.1827278962979714	0.04020563158250991	0.13652903586626053	0.0028096182005746023
1	13659500	13661050	1.3118918965901099	0.34227295147795833	0.4667899525694309	0.6804595608865062	0.09864117469518416	0.30748996931699013	0.3147407080377302	0.14020267561558755	0.1972503962536012	0.20273015275597572	0.07324782398439222	0.36181764496910956	0.1401913502523976	0.08105455867705806	-0.06675635710839302	0.11823841953469862	0.28561230953181943	0.19887982741478952	0.09505829467408118	-0.15241486314804323	0.09036207415403859	-0.07555359313564916	0.23691416826219328	-0.295426988403403
1	16656900	16657800	0.8673640588919321	0.7391214023033778	-0.28316671318478054	0.2811446140209834	0.14417150244116783	0.11864433313409488	-0.11510851575682561	-0.0775108892056677	0.10828927697406875	-0.029505379704965487	0.38528312080436283	-0.04812672237555186	0.0830518909626537	0.18834111591180167	0.13594705197546217	0.1331622219747967	0.03798315715458658	0.1187989849390255	0.33228806406259537	0.2359897241824203	0.34207693363229436	0.31811120940579307	0.18425094419055515	0.29611099428600735
1	16688450	16689250	0.949200271628797	-0.03737281309440732	0.9651728048920631	0.26137969363480806	0.43428618367761374	0.08850845764391124	0.7058810014277697	0.602926442399621	0.6822773241437972	-0.02642168803140521	0.07242525089532137	0.11585543490946293	0.1719999983906746	0.30590338073670864	0.28264519199728966	0.4811287522315979	0.42557349847629666	0.2660146909765899	0.028928807587362826	-0.05311472131870687	0.011513231787830591	0.0804951160098426	0.03266350633930415	0.004927058704197407
